"id","rated","created_at","last_move_at","turns","victory_status","winner","increment_code","white_id","white_rating","black_id","black_rating","moves","opening_eco","opening_name","opening_ply","time","increment","modality","duration","diff","diff_num","winner_num","rated_num"
"6abSTcSF","TRUE",1501972266780,1501972474528,49,"resign","black","10+0","viswannabe",1147,"chiesu",1225,"e4 e5 Nf3 d5 exd5 e4 Ng1 Qxd5 f3 Qd4 fxe4 Bg4 Be2 Qxe4 Nf3 Bxf3 O-O Bxg2 d3 Qd4+ Kxg2 Bd6 c3 Qd5+ Kg1 Qc5+ Kh1 Qc6+ Kg1 Bc5+ d4 Bd6 Bf4 Bxf4 Rxf4 Qg6+ Bg4 Nf6 Nd2 O-O h3 Nbd7 Qe2 Nb6 Re1 Nbd5 Kh2 Nxf4 Rf1","C40","Elephant Gambit: Paulsen Countergambit",6,10,0,"Fast",207748,-78,-1,-1,1
"IN56zlIJ","TRUE",1501971263181,1501972051391,84,"mate","black","10+0","arjenf",1129,"viswannabe",1135,"e4 e5 Qh5 Qe7 Nf3 d6 Qg5 Qxg5 Nxg5 Be7 d3 Nc6 Na3 Nf6 h3 O-O Be2 Nd8 Bd2 Ne6 h4 Nxg5 Bxg5 b6 Nb5 Rb8 Nxc7 Bd8 Nd5 Nxd5 exd5 Bxg5 hxg5 Bf5 O-O-O e4 Rh3 Bxh3 gxh3 Rfe8 Bh5 exd3 Rxd3 Re1+ Kd2 Rbe8 Kc3 g6 Bg4 Rc8+ Kb3 Rce8 h4 h5 gxh6 Kh7 Bd7 Rd8 Bg4 Kxh6 Rh3 g5 hxg5+ Kxg5 Rh5+ Kxg4 Rh7 Rd7 c4 Re2 Rg7+ Kf3 Kb4 Rxb2+ Kc3 Rxf2 Kb4 a6 a3 Rb2+ Ka4 Rc7 Rh7 Rxc4#","C20","King's Pawn Game: Wayward Queen Attack",3,10,0,"Fast",788210,-6,-1,-1,1
"I0TiJ2Ga","TRUE",1503754698700,1503757632451,68,"resign","black","25+10","fritz65",1652,"jpokerflat",1739,"e4 c6 Nf3 d5 exd5 cxd5 d4 Nc6 Bb5 Bf5 O-O e6 h3 Bd6 Nc3 h6 a3 Ne7 Re1 O-O Be3 a6 Bd3 b5 Bxf5 Nxf5 Ne2 Nxe3 fxe3 Ne7 Ng3 Bxg3 Rf1 Nf5 Qd2 Nd6 Ne5 Bxe5 dxe5 Nc4 Qc1 Nxe5 Qe1 Nc4 b3 Nd6 Rd1 Ne4 Rf4 Qb6 Kh1 Rac8 Rc1 Rc7 b4 Rfc8 Kh2 Rxc2 Rxc2 Rxc2 Qf1 f5 Rf3 Nd2 Qd3 Nxf3+ Kg3 Ne1","B10","Caro-Kann Defense",2,25,10,"Fast",2933751,-87,-1,-1,1
"Iv7aDCAM","TRUE",1503502202481,1503503963330,42,"resign","black","15+15","superposition",1761,"jpokerflat",1723,"e4 c6 Nf3 d5 exd5 cxd5 Nc3 Bf5 d4 Nc6 Bb5 e6 O-O Nf6 Bg5 Be7 Re1 a6 Ba4 b5 Bb3 a5 Bxf6 Bxf6 Bxd5 Qb6 Bxc6+ Qxc6 d5 Qb6 dxe6 Bxe6 Qd3 b4 Na4 Qc6 Rad1 Qxa4 b3 Qc6 Rxe6+ fxe6","B10","Caro-Kann Defense",2,15,15,"Fast",1760849,38,1,-1,1
"BwW94jma","TRUE",1502641530991,1502643192330,56,"mate","black","15+15","sonkisot21",1677,"jpokerflat",1736,"e4 c6 d4 d5 exd5 cxd5 Nf3 Nc6 Bb5 Nf6 O-O Bf5 a3 a6 Ba4 b5 Bb3 e6 Nc3 h6 Bf4 Bd6 Be5 Bxe5 dxe5 Nd7 Re1 Rc8 Nd4 Nxd4 Qxd4 O-O Rac1 Nb6 Qf4 Bh7 a4 bxa4 Nxa4 Nxa4 Bxa4 Qb6 Bb3 Qb5 Re3 a5 Rg3 Qe2 Re3 Qd2 c3 Qxc1+ Bd1 Qxd1+ Re1 Qxe1#","B13","Caro-Kann Defense: Exchange Variation",5,15,15,"Fast",1661339,-59,-1,-1,1
"2Ed1mG3V","TRUE",1501411139989,1501414043123,73,"resign","white","25+10","jpokerflat",1726,"caltit",1711,"d4 a6 Bf4 b5 e3 Bb7 Nf3 d6 c3 Nf6 h3 Nd5 Bh2 Nd7 Nbd2 N7f6 Bd3 g6 O-O Bh6 Re1 Qc8 c4 Nb4 Be2 bxc4 Bxc4 Ne4 Qa4+ Nc6 Nxe4 O-O Nc3 e6 d5 Nd8 Nd4 exd5 Bxd5 c6 Bf3 d5 e4 Bd2 Re2 Bxc3 bxc3 Re8 Rae1 Ne6 Nxe6 fxe6 exd5 cxd5 Bg4 Bc6 Qd4 Bd7 Be5 Re7 Bd6 Rf7 Bxe6 Bxe6 Rxe6 Qd7 Bb4 Rc8 Rd6 Rc7 Rxd7 Rcxd7 Re8+","A40","Queen's Pawn",1,25,10,"Fast",2903134,15,1,1,1
"eUaQ5sWm","TRUE",1501185202869,1501187316306,97,"resign","white","15+15","locucarro",1693,"jpokerflat",1743,"e4 c6 Nf3 d5 exd5 cxd5 d4 Nf6 Nc3 e6 Bg5 Bb4 Bb5+ Bd7 Bxd7+ Nbxd7 Ne5 Bxc3+ bxc3 Qc7 O-O Qxc3 Qe2 Nxe5 dxe5 Nd7 Qb5 Qc6 Qb4 Nc5 Be3 b6 Qg4 g6 Bh6 O-O-O Bg7 Rhg8 Bf6 Rde8 Qh4 Ne4 Qxh7 Nxf6 exf6 Qc7 Qh4 Rh8 Qg3 Qxg3 fxg3 Kb7 Rac1 Rc8 Rfd1 Rc4 h4 Rh5 Rf1 Re5 Kh2 Re2 Kh3 Rcxc2 Rxc2 Rxc2 g4 Rxa2 h5 gxh5 gxh5 Rc2 g4 Rc8 g5 Rg8 Kh4 Kc7 h6 Kd7 Kh5 Ke8 h7 Rh8 Kh6 d4 g6 fxg6 Kxg6 Rf8 f7+ Ke7 Kg7 d3 h8=Q Rxh8 Kxh8","B10","Caro-Kann Defense",2,15,15,"Fast",2113437,-50,-1,1,1
"qTVP4j9X","TRUE",1501184317741,1501185018975,21,"resign","black","15+15","degre",1696,"jpokerflat",1729,"d4 d5 Bf4 Nf6 e3 Bf5 Nf3 e6 c4 c5 cxd5 Nxd5 Qa4+ Nc6 Bg3 a6 dxc5 Bxc5 e4 Nb6 Qc2","D00","Queen's Pawn Game: Mason Attack",3,15,15,"Fast",701234,-33,-1,-1,1
"vKfImRmA","TRUE",1501092006158,1501094415167,88,"draw","draw","15+15","jpokerflat",1732,"lolmaster123",1652,"d4 d5 Bf4 Nc6 e3 Nf6 c3 Bf5 Nf3 e6 Nh4 Bg4 f3 Bh5 g4 Nxg4 fxg4 Qxh4+ Bg3 Qxg4 Qxg4 Bxg4 Bxc7 Kd7 Bg3 Bd6 Bxd6 Kxd6 Rg1 h5 h3 Bf5 Rxg7 Bg6 Kd2 e5 h4 e4 Bh3 Nd8 Ke2 Ne6 Rxg6 fxg6 Nd2 Rhf8 c4 Rf6 cxd5 Kxd5 Rc1 Raf8 Bxe6+ Rxe6 Rc5+ Kd6 Nc4+ Kd7 Ne5+ Ke7 Rc7+ Ke8 Rxb7 Rff6 Rxa7 Ra6 Rxa6 Rxa6 Kf2 Ke7 Kg3 Kf6 Kf4 Rxa2 Kxe4 Rxb2 Nd7+ Ke6 Ne5 Kf6 Nd7+ Kg7 Ne5 Rh2 Nf3 Rh3 Kf4 Kf6","D00","Queen's Pawn Game: Mason Attack",3,15,15,"Fast",2409009,80,1,0,1
"AmROOVKU","TRUE",1500835217948,1500838105577,81,"resign","white","15+15","jpokerflat",1718,"loogos",1696,"d4 d5 Bf4 Nf6 e3 e6 Nf3 c6 c3 Nbd7 Nbd2 Be7 Bd3 a6 Ne5 O-O h4 Re8 Qe2 Nf8 O-O-O c5 Rdg1 c4 Bc2 Ng6 Nxg6 fxg6 Nf3 a5 Ne5 Rf8 g4 Qe8 g5 Nh5 Bh2 b5 b3 cxb3 Bxb3 Bb7 Kd2 Ba6 Qg4 Rxf2+ Ke1 Qf8 Qxe6+ Kh8 Bxd5 Bc8 Nf7+ Rxf7 Qxf7 Qd8 Bc7 Qf8 Qxf8+ Bxf8 Bxa8 b4 Rf1 Be7 Bxa5 bxc3 Rh2 c2 Rxc2 Be6 Kd2 Ng3 Rb1 Bd6 Rc6 Ne4+ Ke1 Bg3+ Kd1 h6 Rxe6","D00","Queen's Pawn Game: Mason Attack",3,15,15,"Fast",2887629,22,1,1,1
"3f35Wlwk","TRUE",1495892673326,1495894111358,52,"resign","black","15+15","jpokerflat",1733,"baal19",1666,"d4 d5 Bf4 Bf5 e3 Nc6 Bd3 Bxd3 Qxd3 e6 c3 Nf6 h3 Be7 Nf3 h6 Nbd2 Bd6 Ne5 Bxe5 dxe5 Nd7 Nf3 g5 Bh2 Qe7 O-O-O O-O-O g4 Rdg8 e4 dxe4 Qxe4 h5 Rd2 hxg4 hxg4 Nc5 Qe3 Rh7 Nd4 Nxd4 Rxd4 Rgh8 Qg3 f5 f4 Ne4 Qg2 gxf4 Rdd1 Qg5","D00","Queen's Pawn Game: Mason Attack",3,15,15,"Fast",1438032,67,1,-1,1
"BvQR69NU","TRUE",1495348790348,1495351461730,75,"resign","white","15+15","evgenyi",1731,"jpokerflat",1735,"e4 e6 d4 d5 e5 c5 c3 Nc6 Bb5 Bd7 Bxc6 Bxc6 Be3 cxd4 cxd4 Bb4+ Nc3 Ne7 Ne2 O-O Bg5 Qc7 O-O Nf5 Rc1 h6 Bf4 b6 Ng3 Nxg3 fxg3 Qe7 Qg4 f5 Qf3 b5 g4 Qh4 gxf5 Rxf5 Ne2 Be8 g4 Rf8 Kh1 Bg6 Ng3 Be4 Nxe4 dxe4 Qxe4 Qxg4 Rf3 Bd2 Rg1 Qh4 Rgf1 Bxf4 Rxf4 Qe7 d5 Rxf4 Rxf4 Rc8 Rf1 Rc4 d6 Qd7 Qa8+ Rc8 Qf3 Qc6 Qxc6 Rxc6 d7","C02","French Defense: Advance Variation",8,15,15,"Fast",2671382,-4,-1,1,1
"RaaXitQr","TRUE",1494437447937,1494439709166,96,"mate","black","15+15","jpokerflat",1746,"andrey111111",1683,"d4 e6 Bf4 d5 e3 c5 c3 Nc6 Nd2 Nf6 Ngf3 b6 Bd3 g6 h4 Bg7 Ne5 Nxe5 dxe5 Nh5 g4 Nxf4 exf4 Bb7 Qa4+ Kf8 Qc2 d4 f3 f5 exf6 Qxf6 Be4 Bxe4 Qxe4 Re8 g5 Qf5 Rc1 h6 Kf2 hxg5 fxg5 d3 Nc4 Rd8 Rcd1 b5 Ne3 Qxe4 fxe4 Be5 Ng4 Bg7 e5 b4 c4 Rd4 Kg3 Re4 Rhe1 Rxc4 Rxd3 Rc2 Rf1+ Ke7 Rb3 a5 a4 Re2 Re3 Rxb2 Rc1 Rc8 Nf6 Bxf6 exf6+ Kf7 Rce1 Rc6 Kf4 c4 Rd1 c3 Rd7+ Ke8 Red3 Rc4+ Ke3 Rc8 Re7+ Kf8 Rxe6 c2 Kd2 c1=Q#","A40","Horwitz Defense",2,15,15,"Fast",2261229,63,1,-1,1
"DkQgh5HY","TRUE",1493654382527,1493656958435,89,"resign","white","15+15","podnimaya_znamya",1794,"jpokerflat",1765,"e4 e6 d4 d5 Nc3 Bb4 e5 c5 a3 Bxc3+ bxc3 c4 Qg4 g6 Nf3 f6 Be2 Nc6 Qg3 Bd7 h4 f5 Bg5 Nge7 h5 Qa5 Kd2 O-O-O hxg6 hxg6 Rxh8 Rxh8 Bf6 Rg8 Qg5 Qd8 Rh1 Qe8 Rh7 Kd8 Nh4 Kc8 Bxe7 Nxe7 Rxe7 Qd8 Qf6 g5 Ng6 Rxg6 Qf7 Rg8 Rxd7 Qxd7 Qxg8+ Kc7 Qxg5 Qf7 Bh5 Qh7 Qg6 Qxg6 Bxg6 a5 a4 Kd7 f4 Ke7 Bh5 Kf8 g4 fxg4 Bxg4 Kf7 f5 exf5 Bxf5 Ke7 Bc8 b6 Ba6 Ke6 Bb5 Ke7 Ke3 Kf7 Kf4 Ke6 Bc6","C18","French Defense: Winawer Variation |  Advance Variation #2",11,15,15,"Fast",2575908,29,1,1,1
"TmYoZ2Mr","TRUE",1500772200734,1500772964825,72,"mate","black","10+0","laode_syahril",2147,"domyaty1953",2113,"e4 e6 d4 d5 Nc3 c5 exd5 exd5 dxc5 Be6 Be3 Nf6 Bb5+ Nc6 Nge2 Be7 Nd4 Rc8 Qd3 O-O Bxc6 bxc6 b4 Qd7 Bf4 h6 O-O Ne4 Nxe4 dxe4 Qxe4 Bd5 Qf5 Qb7 a3 Bf6 Be5 Bxe5 Qxe5 Rce8 Qd6 Rd8 Qg3 Qe7 Rfe1 Qf6 c3 Rfe8 Rad1 Re4 Rxe4 Bxe4 Qc7 Re8 Re1 Qg5 f3 Qd2 Rxe4 Rxe4 Qc8+ Kh7 Qf5+ Kg8 Qxe4 Qxc3 Nxc6 Qxa3 Qe7 Qc3 Qxa7 Qe1#","C10","French Defense: Marshall Variation",6,10,0,"Fast",764091,34,1,-1,1
"pCRElg8p","TRUE",1500769982292,1500771027892,132,"mate","black","10+0","laode_syahril",2192,"ginreck",2103,"e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 g6 Bc4 Bg7 O-O Nf6 Be3 O-O f3 b5 Bb3 Bb7 Qd2 Nbd7 Nde2 Rc8 Rfd1 Nb6 e5 Ne8 Bf4 Nc4 Bxc4 Rxc4 exd6 Nxd6 Bg3 Qb6+ Bf2 Qc7 a3 a5 Be3 b4 axb4 axb4 Nd5 Bxd5 Qxd5 Bxb2 Ra7 Qc6 Qxc6 Rxc6 Nd4 Bxd4 Bxd4 Nb5 Rb7 Nxd4 Rxd4 Rxc2 Rdxb4 e6 Rb2 Rfc8 Rxc2 Rxc2 h4 h5 f4 Kg7 Kh2 Kf6 Kg3 Rc3+ Kf2 Rc5 Kf3 e5 fxe5+ Rxe5 Rc7 g5 hxg5+ Rxg5 Rc6+ Kg7 Rc7 Ra5 Kf4 Kg6 Rc6+ f6 Rc2 Ra4+ Kf3 Kg5 Rc5+ f5 Rc3 Rf4+ Kg3 h4+ Kh3 Rg4 g3 Ra4 gxh4+ Rxh4+ Kg3 f4+ Kg2 Kg4 Rf3 Rh2+ Kxh2 Kxf3 Kg1 Ke2 Kg2 f3+ Kg1 f2+ Kh2 f1=Q Kg3 Qf3+ Kh2 Qg4 Kh1 Kf2 Kh2 Qh4#","B54","Sicilian Defense #2",6,10,0,"Fast",1045600,89,1,-1,1
"lmk7lokQ","TRUE",1500715650078,1500717107946,98,"mate","black","15+15","beamall",2104,"laode_syahril",2098,"e4 c6 Nc3 d5 d4 dxe4 Nxe4 Bf5 Ng3 Bg6 Nf3 Nd7 h4 h6 h5 Bh7 Bd3 Bxd3 Qxd3 Qc7 Be3 Ngf6 O-O-O e6 Ne4 Nxe4 Qxe4 Bd6 Qg4 Kf8 Kb1 a5 Nd2 a4 Ne4 a3 Nxd6 Qxd6 b3 b5 Qg3 Qxg3 fxg3 Nf6 Rh4 Ke7 Rf1 Rhd8 Rf3 Rd5 g4 b4 g3 Rad8 Rf4 e5 Rf1 exd4 Bf4 c5 Kc1 R8d7 Bd2 R7d6 Kb1 Ne4 Bf4 Re6 Ka1 Nf6 Rg1 Re2 Rc1 Kf8 Bc7 Ne4 Bf4 Nc3 Rhh1 d3 g5 hxg5 h6 gxh6 Be3 d2 Rcd1 Rxe3 Rdg1 Rde5 Rb1 Re1 g4 Nxb1 Rxe1 dxe1=Q c4 Nd2#","B19","Caro-Kann Defense: Classical |  Spassky Variation",15,15,15,"Fast",1457868,6,1,-1,1
"34BzwAwa","TRUE",1500714808127,1500715634977,43,"mate","white","15+15","laode_syahril",2029,"beamall",2117,"e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5 d6 d4 exd4 Nxd4 Bd7 Bg5 Be7 Qd2 Nxd4 Qxd4 Bxb5 Nxb5 O-O Be3 b6 O-O-O Qd7 Qc4 Nxe4 Qxe4 Qxb5 Qxe7 Rac8 Qe4 Rfe8 Qd5 Qe2 Rd2 Qa6 Kb1 Re5 Qc6 Ra5 a3 Re8 Qxe8#","C48","Four Knights Game: Spanish Variation",7,15,15,"Fast",826850,-88,-1,1,1
"XKAotDZv","TRUE",1500708475375,1500709142695,49,"resign","white","15+15","laode_syahril",1906,"posmacaco",1928,"e4 e5 Nf3 Nc6 d4 exd4 Nxd4 d6 Nxc6 bxc6 Bd3 Nf6 Nc3 g6 Bc4 Bg7 O-O O-O Bg5 h6 Be3 Bd7 Qd2 Kh7 Rad1 Ng4 Bd4 Qh4 Qf4 Qh5 Bxg7 Kxg7 Be2 f5 h3 g5 hxg4 fxg4 Qe3 c5 Nd5 Rac8 Qc3+ Kg8 Bc4 Be6 Ne7+ Kf7 Nxc8","C45","Scotch Game",7,15,15,"Fast",667320,-22,-1,1,1
"2KGzYnb8","TRUE",1500696785356,1500697403639,52,"mate","black","15+15","srinathpads",1728,"laode_syahril",1662,"e4 c6 d4 d5 e5 Bf5 Bd3 Bxd3 Qxd3 Qb6 c3 Nd7 Ne2 e6 Qc2 c5 Be3 Rc8 Qd2 cxd4 Bxd4 Bc5 O-O Ne7 b4 Bxd4 cxd4 Nf5 f4 Rc4 Na3 Rxb4 Rfb1 Rxb1+ Rxb1 Qa6 Qb2 Kd8 Qxb7 Qxe2 Qa8+ Ke7 Qxh8 Qe3+ Kh1 Qxa3 Qxh7 Qd3 Rg1 Ng3+ hxg3 Qxh7#","B12","Caro-Kann Defense: Advance Variation",5,15,15,"Fast",618283,66,1,-1,1
"ZWLHvQT9","TRUE",1500696241726,1500696654158,39,"resign","white","15+15","laode_syahril",1500,"memoryst",1500,"c4 e6 d4 d5 Nc3 Nf6 Nf3 c6 e3 Nbd7 a3 Be7 Bd3 dxc4 Bxc4 b5 Bd3 O-O O-O Bb7 Qc2 a6 b4 h6 Bb2 Nd5 Rfc1 f5 Nxd5 cxd5 Qc7 Qxc7 Rxc7 Bc8 Rac1 Bd6 R7c6 Be7 Rxe6","D45","Semi-Slav Defense: Normal Variation",10,15,15,"Fast",412432,0,0,1,1
"GiMAcWct","TRUE",1500683998023,1500684959843,118,"resign","black","10+0","apostheosis",1934,"dumbluck",2031,"Nf3 Nc6 g3 d5 Bg2 e5 d3 Nf6 O-O Bd6 Bg5 h6 Bxf6 Qxf6 e4 dxe4 dxe4 Qg6 Nc3 O-O a3 Bg4 h3 Be6 Qe2 Qf6 Nd5 Qd8 Nh4 Qd7 Kh2 Nd4 Qd3 c6 Ne3 Be7 Nhf5 Bg5 f4 exf4 gxf4 Bxf5 Nxf5 Bf6 Nxd4 Qxd4 Qxd4 Bxd4 c3 Bb6 Rad1 Rad8 Bf3 Bc7 Kg3 g5 e5 f6 fxg5 Bxe5+ Kg4 fxg5 Rxd8 Rxd8 Re1 Bg7 Re7 Rb8 Kf5 Kf8 Rd7 Re8 Kg6 Re6+ Kf5 Rf6+ Ke4 Rf7 Rd8+ Ke7 Rb8 Kd6 Rd8+ Kc5 Bh5 Rf2 Rd7 Rf4+ Kd3 Be5 Bg4 Kb6 Rh7 Rf6 b4 Rd6+ Kc4 Bf4 Bc8 c5 Rxb7+ Kc6 Rxa7 cxb4 axb4 Rd8 b5+ Kb6 Rb7+ Ka5 Bd7 Be3 Kd5 h5 Kc6 Rf8 Ra7+ Bxa7","A04","Zukertort Opening: Black Mustang Defense",2,10,0,"Fast",961820,-97,-1,-1,1
"9w4VjZfZ","FALSE",1500499630399,1500500287769,65,"resign","white","5+5","sackingoff",2045,"dumbluck",2012,"c4 e5 g3 Nf6 Bg2 d5 cxd5 Nxd5 Nf3 Nc6 O-O Be6 d4 Bd6 e4 Nf6 d5 Nxe4 dxe6 fxe6 Nxe5 Nxf2 Rxf2 Nxe5 Qb3 Bc5 Qb5+ c6 Qxc5 Nd3 Bxc6+ bxc6 Qxc6+ Qd7 Qxa8+ Ke7 Bg5+ Kd6 Qxh8 Nxf2 Qf8+ Kc6 Qf3+ Kc7 Bf4+ Kd8 Kxf2 Qd4+ Kf1 Qxb2 Qa8+ Kd7 Qxa7+ Ke8 Qa4+ Kf7 Qd7+ Kf6 Qd8+ Kf7 Qc7+ Kg6 Qe5 Qb5+ Qxb5","A20","English Opening: King's English Variation",2,5,5,"Light",657370,33,1,1,0
"daayGWfk","TRUE",1500335740088,1500336485115,51,"draw","draw","10+0","alfonso74",1936,"dumbluck",2001,"d4 d5 c4 Nc6 cxd5 Qxd5 Nf3 e5 Nc3 Bb4 Be3 Bg4 a3 exd4 axb4 Qd6 Nxd4 Nxb4 Qa4+ Bd7 Ndb5 Bxb5 Nxb5 Qe7 Nxc7+ Kf8 Nxa8 b5 Qd1 Nf6 Rxa7 Qe4 Qd8+ Ne8 Bc5+ Kg8 e3 Nc6 Re7 Qb1+ Ke2 Qc2+ Kf3 Qf5+ Kg3 Qg5+ Kh3 Qh5+ Kg3 Qg5+ Kh3","D07","Queen's Gambit Refused: Chigorin Defense |  Exchange Variation",6,10,0,"Fast",745027,-65,-1,0,1
"GF90gq47","TRUE",1500333580124,1500335590906,60,"outoftime","black","15+10","lurtrester",1957,"dumbluck",1972,"e4 e5 Nf3 Nc6 a3 Nf6 Nc3 Bc5 h3 d5 exd5 Nxd5 Ne4 Bb6 c4 Nf6 Nxf6+ Qxf6 d3 Bf5 Bg5 Qd6 Be2 f6 Be3 Rd8 b4 Bxe3 fxe3 Bxd3 Nh4 Be4 Qb3 Qe6 O-O O-O Qc3 Rd6 c5 Rdd8 Rad1 Rxd1 Rxd1 Rd8 Rxd8+ Nxd8 g4 Kf8 Bd3 Qd5 Bc4 Qd1+ Kf2 g5 Be2 Qh1 Nf3 Qxh3 Qc4 Qxg4","C46","Four Knights Game: Gunsberg Variation",7,15,10,"Fast",2010782,-15,-1,-1,1
"X6oE2N0s","TRUE",1500332725028,1500333534800,38,"outoftime","black","10+0","chess12377",1858,"dumbluck",1948,"e4 e5 Nf3 Nc6 c3 d5 exd5 Qxd5 c4 Qd8 Nc3 Bg4 h3 Bxf3 Qxf3 Nd4 Qd3 Nf6 Ne4 Bc5 Nxc5 e4 Nxe4 O-O f3 Re8 Kf2 Nh5 g3 f5 Nc3 f4 g4 Qh4+ Kg1 Qg3+ Bg2 Re1+","C44","Ponziani Opening",5,10,0,"Fast",809772,-90,-1,-1,1
"NjcbiyTR","TRUE",1500331804808,1500332377726,45,"mate","white","10+2","stringr4y",2027,"dumbluck",1976,"e4 e5 f4 Nc6 Nf3 f5 exf5 e4 Qe2 Nf6 d3 d5 dxe4 dxe4 Nc3 Bb4 Bd2 O-O Ne5 Nd4 Qc4+ Kh8 O-O-O Nc6 Nf7+ Rxf7 Qxf7 Bxf5 Bc4 Qd6 Nb5 Bxd2+ Rxd2 Qxf4 g3 Qg5 h4 Qxg3 Rhd1 Bg4 Rd8+ Nxd8 Qf8+ Ng8 Qxg8#","C30","King's Gambit Declined |  Miles Defense",6,10,2,"Fast",572918,51,1,1,1
"sWk7HRlo","TRUE",1500331531119,1500331737168,27,"resign","white","5+5","paul-b",2094,"dumbluck",2004,"d4 d5 Bf4 Bf5 e3 Nf6 Nd2 e6 c3 Be7 Be5 Nbd7 Bxf6 Nxf6 f4 c5 Qa4+ Qd7 Bb5 b6 Ngf3 a6 Bxd7+ Nxd7 Qc6 Rd8 Ne5","D00","Queen's Pawn Game: Mason Attack",3,5,5,"Light",206049,90,1,1,1
"SawChbgD","FALSE",1500330121300,1500330473461,43,"draw","draw","10+0","badpuppy",1949,"dumbluck",2004,"e4 e5 Bc4 Nf6 d4 exd4 Nf3 Nxe4 Qxd4 Nf6 Bg5 Be7 Nc3 O-O h3 Nc6 Qh4 h6 Bxf6 Bxf6 Qh5 Re8+ Kf1 Rf8 g3 Bxc3 bxc3 d5 Bxd5 g6 Bxf7+ Kxf7 Qxh6 Rh8 Ng5+ Kf6 Ne4+ Kf7 Ng5+ Kf6 Ne4+ Kf7 Ng5+","C24","Bishop's Opening: Urusov Gambit |  Keidansky Gambit",9,10,0,"Fast",352161,-55,-1,0,0
"6sLz9yMf","TRUE",1500171730414,1500172722099,110,"mate","black","10+0","joseneto95",1964,"dumbluck",1892,"d4 d5 Nf3 Nc6 Bg5 Bf5 c3 Nf6 Bxf6 gxf6 Qa4 e6 e3 Bd6 Bb5 Qd7 Bxc6 Qxc6 Qxc6+ bxc6 Nbd2 Rg8 g3 e5 Rg1 c5 dxc5 Bxc5 Nb3 Bd6 Rd1 Bg4 Nh4 Bxd1 Kxd1 a5 Kc2 a4 Nd2 c5 Nf5 Be7 c4 d4 Ne4 Ra5 Kd3 Kd7 Rb1 Rb8 exd4 cxd4 Nxe7 Kxe7 f4 Ra7 f5 Rab7 Kc2 h5 b3 axb3+ axb3 Ra7 Rb2 Ra1 Kd3 Re1 Nc5 Re3+ Kd2 Rf3 Na6 Rb6 Nc7 Rc6 Nd5+ Kd8 Ke2 Rxf5 Ra2 Rg5 Ra7 h4 gxh4 Rg2+ Kf3 Rxh2 Rxf7 Rxh4 Ke2 Rh2+ Kd3 Rf2 b4 Rf3+ Ke2 Rb3 c5 Ra6 Rf8+ Kd7 c6+ Kd6 Rxf6+ Kxd5 c7 Ra2+ Kd1 Rb1#","D02","Queen's Pawn Game: Chigorin Variation",4,10,0,"Fast",991685,72,1,-1,1
"y6gGuSSY","TRUE",1500171172384,1500171677649,65,"mate","white","10+0","lostearthworm",1955,"dumbluck",1942,"e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nd4 d6 Qxd6 Bxf7+ Kd8 O-O h6 Nf3 Bg4 Nc3 Nxf3+ gxf3 Bh3 Re1 Qe7 Bc4 Nd5 Bf1 Qg5+ Kh1 Nf4 Ne4 Qh4 d4 Kc8 dxe5 Bc5 Bxf4 Bxf2 Bxh3+ Qxh3 Nxf2 Qf5 Bg3 b6 e6 Kb7 c4 Rad8 Qe2 Rhe8 Qe4+ Qxe4 Rxe4 Rd2 Rd1 Rxb2 Rd7 Rxa2 Rxc7+ Ka6 Re5 g5 Nd3 Rd8 Nb4#","C57","Italian Game: Two Knights Defense |  Fritz Variation",10,10,0,"Fast",505265,13,1,1,1
